lon1,lat1,lon2,lat2,n
-3.188267,55.953252,16.3738189,48.2081743,61
-1.9812313,43.318334,24.6559001,60.2054911,61
-1.5490774,53.8007554,4.3517103,50.8503396,61
2.1734035,41.3850639,21.0122287,52.2296756,61
6.0838868,50.7753455,9.1859243,45.4654219,61
12.4963655,41.9027835,3.7174243,51.0543422,61
13.0644729,52.3905689,2.3522219,48.856614,61
13.1910073,55.7046601,4.3517103,50.8503396,61
14.5057515,46.0569465,9.1859243,45.4654219,61
17.6389267,59.8585638,4.3517103,50.8503396,61
19.040235,47.497912,4.3006999,52.0704978,61
23.7275388,37.9838096,4.3570677,52.0115769,61
23.7275388,37.9838096,8.541694,47.3768866,61
26.1025384,44.4267674,9.1859243,45.4654219,61
-21.8174393,64.1265206,12.4963655,41.9027835,62
-3.7037902,40.4167754,10.4016888,43.7228386,62
-3.7037902,40.4167754,14.332644,40.901975,62
-3.7037902,40.4167754,15.981919,45.8150108,62
-2.2426305,53.4807593,2.1734035,41.3850639,62
-1.2577263,51.7520209,9.1859243,45.4654219,62
-0.1277583,51.5073509,11.3426163,44.494887,62
10.3950528,63.4305149,10.7522454,59.9138688,62
10.5267696,52.2688736,11.5819806,48.1351253,62
11.8767611,45.4064349,12.4963655,41.9027835,62
12.4963655,41.9027835,2.2743419,48.8245306,62
12.4963655,41.9027835,15.981919,45.8150108,62
13.404954,52.5200066,8.6724335,49.3987524,62
13.404954,52.5200066,24.938379,60.1698557,62
14.5057515,46.0569465,2.1734035,41.3850639,62
15.981919,45.8150108,16.3738189,48.2081743,62
18.0685808,59.3293235,9.1829321,48.7758459,62
19.040235,47.497912,8.4036527,49.0068901,62
23.7275388,37.9838096,4.7005176,50.8798438,62
-6.2603097,53.3498053,4.3006999,52.0704978,63
-3.7037902,40.4167754,24.7535746,59.4369608,63
-3.17909,51.481581,2.3522219,48.856614,63
-1.7797176,51.5557739,-9.1393366,38.7222524,63
-1.7797176,51.5557739,4.8951679,52.3702157,63
-1.2577263,51.7520209,8.541694,47.3768866,63
-0.1277583,51.5073509,2.130544,48.825415,63
2.3522219,48.856614,4.4024643,51.2194475,63
4.3517103,50.8503396,6.0838868,50.7753455,63
4.3517103,50.8503396,6.6322734,46.5196535,63
6.9602786,50.937531,9.1859243,45.4654219,63
11.97456,57.70887,7.5353625,45.0057265,63
12.4963655,41.9027835,8.8016937,53.0792962,63
12.4963655,41.9027835,17.6389267,59.8585638,63
15.981919,45.8150108,2.3522219,48.856614,63
16.3738189,48.2081743,8.4036527,49.0068901,63
16.3738189,48.2081743,9.1829321,48.7758459,63
17.1077477,48.1485965,4.3517103,50.8503396,63
18.0685808,59.3293235,4.7005176,50.8798438,63
24.6559001,60.2054911,4.3006999,52.0704978,63
-6.2603097,53.3498053,2.1734035,41.3850639,64
-3.7037902,40.4167754,11.3426163,44.494887,64
-3.6372245,40.5372512,11.5819806,48.1351253,64
-1.519693,52.406822,2.3522219,48.856614,64
2.3522219,48.856614,6.5665018,53.2193835,64
2.3522219,48.856614,21.7809193,38.3019603,64
2.3522219,48.856614,35.21371,31.768319,64
11.97456,57.70887,2.1734035,41.3850639,64
11.97456,57.70887,4.8951679,52.3702157,64
11.97456,57.70887,16.3738189,48.2081743,64
14.4378005,50.0755381,23.3218675,42.6977082,64
16.9251681,52.406374,2.3522219,48.856614,64
-9.1393366,38.7222524,24.938379,60.1698557,65
-1.4043509,50.9097004,11.5819806,48.1351253,65
-1.2577263,51.7520209,2.1734035,41.3850639,65
-0.570409,51.23622,2.3522219,48.856614,65
-0.1277583,51.5073509,4.4024643,51.2194475,65
-0.1277583,51.5073509,33.3822764,35.1855659,65
2.3522219,48.856614,4.6615332,52.7645968,65
2.3522219,48.856614,7.6261347,51.9606649,65
2.3522219,48.856614,24.7535746,59.4369608,65
4.3570677,52.0115769,4.8951679,52.3702157,65
10.7522454,59.9138688,14.5057515,46.0569465,65
12.4963655,41.9027835,14.332644,40.901975,65
12.4963655,41.9027835,15.439504,47.070714,65
16.3738189,48.2081743,34.7817676,32.0852999,65
18.0685808,59.3293235,7.6868565,45.070312,65
23.3218675,42.6977082,32.8597419,39.9333635,65
-9.1393366,38.7222524,12.5683371,55.6760968,66
-9.1393366,38.7222524,14.5057515,46.0569465,66
-8.6291053,41.1579438,12.4963655,41.9027835,66
-3.7037902,40.4167754,-5.9844589,37.3890924,66
-3.188267,55.953252,4.8951679,52.3702157,66
-2.58791,51.454513,12.4963655,41.9027835,66
-2.2426305,53.4807593,18.0685808,59.3293235,66
-1.4043509,50.9097004,12.4963655,41.9027835,66
-0.1277583,51.5073509,10.4016888,43.7228386,66
-0.1277583,51.5073509,13.7372621,51.0504088,66
2.1734035,41.3850639,5.6653948,51.9691868,66
11.5819806,48.1351253,8.8016937,53.0792962,66
12.4963655,41.9027835,5.4697225,51.441642,66
12.4963655,41.9027835,28.9783589,41.0082376,66
18.0685808,59.3293235,23.3218675,42.6977082,66
19.040235,47.497912,32.8597419,39.9333635,66
24.7535746,59.4369608,4.3517103,50.8503396,66
-9.1393366,38.7222524,4.8951679,52.3702157,67
-6.2603097,53.3498053,10.7522454,59.9138688,67
-6.2603097,53.3498053,21.0122287,52.2296756,67
-3.7037902,40.4167754,6.3639119,50.9224226,67
-1.890401,52.486243,11.5819806,48.1351253,67
-1.2577263,51.7520209,16.3738189,48.2081743,67
-0.1277583,51.5073509,-1.9812313,43.318334,67
2.3522219,48.856614,5.8372264,51.8125626,67
4.3517103,50.8503396,9.9936818,53.5510846,67
11.5819806,48.1351253,6.8936619,52.2215372,67
12.4963655,41.9027835,6.3639119,50.9224226,67
12.4963655,41.9027835,6.8936619,52.2215372,67
12.4963655,41.9027835,9.7320104,52.3758916,67
12.4963655,41.9027835,14.2681244,40.8517746,67
12.5683371,55.6760968,13.404954,52.5200066,67
13.404954,52.5200066,24.6559001,60.2054911,67
14.5057515,46.0569465,4.3006999,52.0704978,67
14.5057515,46.0569465,23.3218675,42.6977082,67
16.3738189,48.2081743,4.7005176,50.8798438,67
16.3738189,48.2081743,17.6389267,59.8585638,67
23.7275388,37.9838096,8.946256,44.4056499,67
23.7275388,37.9838096,9.1829321,48.7758459,67
-6.2603097,53.3498053,12.5683371,55.6760968,68
-1.7797176,51.5557739,16.3738189,48.2081743,68
-1.7797176,51.5557739,24.938379,60.1698557,68
-1.5490774,53.8007554,12.4963655,41.9027835,68
-0.1277583,51.5073509,7.4474468,46.9479739,68
2.1734035,41.3850639,4.7005176,50.8798438,68
4.3517103,50.8503396,4.6615332,52.7645968,68
10.3950528,63.4305149,23.7275388,37.9838096,68
10.4016888,43.7228386,11.5819806,48.1351253,68
10.7522454,59.9138688,13.404954,52.5200066,68
11.5819806,48.1351253,5.724524,45.188529,68
12.4963655,41.9027835,13.1910073,55.7046601,68
13.404954,52.5200066,4.3570677,52.0115769,68
16.3738189,48.2081743,4.3570677,52.0115769,68
18.0685808,59.3293235,32.8597419,39.9333635,68
23.7275388,37.9838096,24.938379,60.1698557,68
24.1051864,56.9496487,4.3517103,50.8503396,68
32.8597419,39.9333635,4.3006999,52.0704978,68
-3.188267,55.953252,18.0685808,59.3293235,69
-1.7797176,51.5557739,10.7522454,59.9138688,69
-1.7797176,51.5557739,21.0122287,52.2296756,69
-1.470085,53.381129,11.5819806,48.1351253,69
-0.1277583,51.5073509,9.7320104,52.3758916,69
2.1734035,41.3850639,8.6724335,49.3987524,69
2.3522219,48.856614,7.5353625,45.0057265,69
4.7005176,50.8798438,5.4697225,51.441642,69
9.1829321,48.7758459,9.1859243,45.4654219,69
10.7522454,59.9138688,4.8951679,52.3702157,69
11.3426163,44.494887,4.3517103,50.8503396,69
11.97456,57.70887,24.6559001,60.2054911,69
12.3730747,51.3396955,2.3522219,48.856614,69
12.4963655,41.9027835,13.7372621,51.0504088,69
12.4963655,41.9027835,17.1077477,48.1485965,69
12.4963655,41.9027835,37.6173,55.755826,69
12.5683371,55.6760968,23.7275388,37.9838096,69
13.404954,52.5200066,14.5057515,46.0569465,69
14.5057515,46.0569465,26.1025384,44.4267674,69
-3.7037902,40.4167754,5.4697225,51.441642,70
-1.5490774,53.8007554,11.5819806,48.1351253,70
-1.2577263,51.7520209,4.8951679,52.3702157,70
-1.1581086,52.9547832,2.3522219,48.856614,70
-0.1277583,51.5073509,4.835659,45.764043,70
-0.1277583,51.5073509,5.8372264,51.8125626,70
2.1734035,41.3850639,5.1214201,52.0907374,70
2.3522219,48.856614,8.2252944,47.5375976,70
4.3006999,52.0704978,6.9602786,50.937531,70
4.3517103,50.8503396,9.7320104,52.3758916,70
11.5819806,48.1351253,4.4777325,51.9244201,70
11.5819806,48.1351253,7.0982068,50.73743,70
19.040235,47.497912,6.9602786,50.937531,70
19.040235,47.497912,24.6559001,60.2054911,70
19.9449799,50.0646501,2.3522219,48.856614,70
-3.7037902,40.4167754,1.444209,43.604652,71
-3.7037902,40.4167754,6.6322734,46.5196535,71
-1.7797176,51.5557739,18.0685808,59.3293235,71
-1.4043509,50.9097004,-3.7037902,40.4167754,71
-1.2577263,51.7520209,18.0685808,59.3293235,71
-1.1581086,52.9547832,11.5819806,48.1351253,71
-0.1277583,51.5073509,-1.4043509,50.9097004,71
-0.1277583,51.5073509,3.7174243,51.0543422,71
-0.1277583,51.5073509,8.6821267,50.1109221,71
0.121817,52.205337,16.3738189,48.2081743,71
2.3522219,48.856614,4.6118324,50.668081,71
2.3522219,48.856614,5.36978,43.296482,71
2.3522219,48.856614,22.9444191,40.6400629,71
2.3522219,48.856614,25.2796514,54.6871555,71
6.6322734,46.5196535,9.1859243,45.4654219,71
10.7522454,59.9138688,2.1734035,41.3850639,71
11.5819806,48.1351253,7.5885761,47.5595986,71
11.5819806,48.1351253,17.6389267,59.8585638,71
11.5819806,48.1351253,26.1025384,44.4267674,71
11.97456,57.70887,4.3570677,52.0115769,71
11.97456,57.70887,9.1859243,45.4654219,71
13.404954,52.5200066,5.1214201,52.0907374,71
-21.8174393,64.1265206,2.3522219,48.856614,72
-6.2603097,53.3498053,-9.1393366,38.7222524,72
-6.2603097,53.3498053,13.404954,52.5200066,72
-3.7037902,40.4167754,6.1431577,46.2043907,72
-0.1277583,51.5073509,6.0838868,50.7753455,72
2.289387,48.804689,6.9602786,50.937531,72
4.3006999,52.0704978,4.3570677,52.0115769,72
12.5683371,55.6760968,4.8951679,52.3702157,72
13.404954,52.5200066,4.3006999,52.0704978,72
13.7372621,51.0504088,4.3517103,50.8503396,72
16.3738189,48.2081743,7.6868565,45.070312,72
18.0685808,59.3293235,8.6724335,49.3987524,72
32.8597419,39.9333635,6.9602786,50.937531,72
-9.1393366,38.7222524,9.1859243,45.4654219,73
-4.251806,55.864237,11.5819806,48.1351253,73
-3.533899,50.718412,2.3522219,48.856614,73
-1.9812313,43.318334,9.1859243,45.4654219,73
2.3522219,48.856614,24.948073,60.1698566,73
8.541694,47.3768866,9.1859243,45.4654219,73
11.5819806,48.1351253,3.7174243,51.0543422,73
12.5683371,55.6760968,5.6653948,51.9691868,73
16.3738189,48.2081743,5.1214201,52.0907374,73
-3.7037902,40.4167754,24.1051864,56.9496487,74
-3.7037902,40.4167754,34.7817676,32.0852999,74
-1.61778,54.978252,2.3522219,48.856614,74
-0.1277583,51.5073509,7.5885761,47.5595986,74
0.121817,52.205337,9.1859243,45.4654219,74
2.1734035,41.3850639,8.541694,47.3768866,74
2.3522219,48.856614,4.835659,45.764043,74
2.3522219,48.856614,5.3220544,60.3912628,74
3.7174243,51.0543422,4.3517103,50.8503396,74
4.8951679,52.3702157,5.1214201,52.0907374,74
11.2558136,43.7695604,2.3522219,48.856614,74
11.6652116,48.0640543,2.3522219,48.856614,74
12.4963655,41.9027835,8.6724335,49.3987524,74
14.4378005,50.0755381,19.040235,47.497912,74
-6.2603097,53.3498053,9.1859243,45.4654219,75
-6.2603097,53.3498053,14.5057515,46.0569465,75
-1.2577263,51.7520209,4.3517103,50.8503396,75
2.3522219,48.856614,25.1442126,35.3387352,75
4.8951679,52.3702157,8.541694,47.3768866,75
12.4963655,41.9027835,24.1051864,56.9496487,75
14.4378005,50.0755381,2.1734035,41.3850639,75
14.4378005,50.0755381,9.1859243,45.4654219,75
16.3738189,48.2081743,17.1077477,48.1485965,75
21.0122287,52.2296756,24.938379,60.1698557,75
-0.1277583,51.5073509,11.2558136,43.7695604,76
2.1734035,41.3850639,24.6559001,60.2054911,76
2.2743419,48.8245306,2.3522219,48.856614,76
4.3517103,50.8503396,8.541694,47.3768866,76
11.3426163,44.494887,11.5819806,48.1351253,76
12.4963655,41.9027835,24.7535746,59.4369608,76
12.4963655,41.9027835,25.1442126,35.3387352,76
12.4963655,41.9027835,34.7817676,32.0852999,76
18.0685808,59.3293235,7.0982068,50.73743,76
18.0685808,59.3293235,26.1025384,44.4267674,76
21.0122287,52.2296756,23.3218675,42.6977082,76
24.6559001,60.2054911,24.938379,60.1698557,76
